R,701,891,893,2,3,BA,KE,,,10,,14:51,14:53,00:02
R,708,907,909,2,4,KE,BA,,,10,,15:07,15:09,00:02
Os,3323,911,916,5,3,BA,KE,,708,10,,15:11,15:16,00:05
Os,3352,927,947,20,7,KE,PU,,127,10,meni sa na 3353-nocuje-odchadza na inu kolaj,15:27,15:47,00:20
Ex,127,940,942,2,3,PR,KE,,,10,,15:40,15:42,00:02
Os,3322,945,949,4,4,KE,BA,,127,10,,15:45,15:49,00:04
R,609,951,953,2,7,BA,KE,,,10,,15:51,15:53,00:02
Os,3269,964,984,5,3,PR,PU,,,10,meni sa na 3270,16:04,16:24,00:20
R,608,967,969,2,4,KE,BA,,,10,,16:07,16:09,00:02
Os,3325,971,978,7,7,BA,KE,,608,10,,16:11,16:18,00:07
Ex,122,978,980,2,4,KE,PR,,,10,,16:18,16:20,00:02
Os,3270,964,984,5,8,PU,PR,,122,10,presiel z 3270,16:04,16:24,00:20
Os,3342,1003,1005,2,4,KE,BA,,,10,,16:43,16:45,00:02
R,703,1011,1013,2,3,BA,KE,,,10,,16:51,16:53,00:02
Os,3327,1034,1044,5,3,BA,KE,,,10,,17:14,17:24,00:10
Os,3271,1056,1104,5,8,PR,PR,3272,,10,,17:36,18:24,00:48
Ex,221,1060,1062,2,3,PR,KE,,,10,,17:40,17:42,00:02
Os,3326,1065,1069,4,4,KE,BA,,221,10,,17:45,17:49,00:04
R,611,1071,1073,2,7,BA,KE,,,10,,17:51,17:53,00:02
R,610,1087,1089,2,4,KE,BA,,,10,,18:07,18:09,00:02
Os,3343,1091,1098,7,3,BA,KE,,610,10,,18:11,18:18,00:07
Ex,120,1098,1100,2,4,KE,PR,,,10,,18:18,18:20,00:02
Os,3470,1115,1156,15,7,KE,KE,3357,,10,,18:35,19:16,00:41
R,705,1131,1133,2,3,BA,KE,,,10,,18:51,18:53,00:02
Os,3273,1176,1360,15,8,PR,PR,3274,,10,,19:36,22:40,03:04
Ex,129,1180,1182,2,3,PR,KE,,,10,,19:40,19:42,00:02
Os,3330,1185,1189,4,4,KE,BA,,129,10,,19:45,19:49,00:04
R,613,1191,1193,2,7,BA,KE,,,10,,19:51,19:53,00:02
R,612,1207,1209,2,4,KE,BA,,,10,,20:07,20:09,00:02
Os,3333,1211,1216,5,3,BA,KE,,612,10,,20:11,20:16,00:05
Os,3356,1302,1304,1,4,KE,PR,,,10,PU ZAVODY,21:43,21:44,00:01
R,709,1311,1313,2,3,BA,KE,,,10,,21:51,21:53,00:02
R,762,1333,1335,2,4,KE,BA,,,10,,22:13,22:15,00:02
Os,3359,1355,1357,1,3,PU,PR,,,10,PU ZAVODY,22:36,22:37,00:01
Os,3358,1420,1439,19,7,KE,PU,,,10,meni sa na 3351 a nocuje,23:40,23:59,00:19
IC,411,64.75,65,0.25,1,BA,KE,,,10,,01:04,01:05,00:01
IC,410,173.75,174,0.25,2,KE,BA,,,10,,02:53,02:54,00:01
IC,401,424.75,425,0.25,1,BA,KE,,,10,,07:04,07:05,00:01
IC,400,533.75,534,0.25,2,KE,BA,,,10,,08:53,08:54,00:01
IC,403,544.75,545,0.25,1,BA,KE,,,10,,09:04,09:05,00:01
IC,500,638.75,639,0.25,2,KE,BA,,,10,,10:38,10:39,00:01
IC,501,689.75,690,0.25,1,BA,KE,,,10,,11:29,11:30,00:01
IC,502,758.75,759,0.25,2,KE,BA,,,10,,12:38,12:39,00:01
IC,402,773.75,774,0.25,2,KE,BA,,,10,,12:53,12:54,00:01
IC,405,784.75,785,0.25,1,BA,KE,,,10,,13:04,13:05,00:01
IC,404,893.75,894,0.25,2,KE,BA,,,10,,14:53,14:54,00:01
IC,1501,929.75,930,0.25,1,BA,KE,,,10,,15:29,15:30,00:01
IC,1500,989.75,990,0.25,2,KE,BA,,,10,,16:29,16:30,00:01
IC,406,1013.75,1014,0.25,2,KE,BA,,,10,,16:53,16:54,00:01
IC,407,1024.75,1025,0.25,1,BA,KE,,,10,,17:04,17:05,00:01
IC,503,1049.75,1050,0.25,1,BA,KE,,,10,,17:29,17:30,00:01
IC,504,1128.75,1129,0.25,2,KE,BA,,,10,,18:48,18:49,00:01
IC,409,1144.75,1145,0.25,1,BA,KE,,,10,,19:04,19:05,00:01
IC,1503,1169.75,1170,0.25,1,BA,KE,,,10,,19:29,19:30,00:01
IC,1600,1175.75,1176,0.25,2,KE,BA,,,10,,19:35,19:36,00:01
IC,1502,1248.75,1249,0.25,2,KE,BA,,,10,,20:48,20:49,00:01
IC,408,1253.75,1254,0.25,2,KE,BA,,,10,,20:53,20:54,00:01
